Alpha,Gamma,Epsilon,Average Reward
0.5,0.5,0.3,-0.14
0.5,0.5,0.4,-0.138
0.5,0.5,0.5,-0.068
0.5,0.5,0.6,-0.105
0.5,0.5,0.7,-0.171
0.5,0.5,0.8,-0.154
0.5,0.5,0.9,-0.143
0.5,0.5,1.0,-0.119
0.5,0.6,0.1,-0.136
0.5,0.6,0.2,-0.128
0.5,0.6,0.3,-0.175
0.5,0.6,0.4,-0.126
0.5,0.6,0.5,-0.082
0.5,0.6,0.6,-0.208
0.5,0.6,0.7,-0.157
0.5,0.6,0.8,-0.16
0.5,0.6,0.9,-0.179
0.5,0.6,1.0,-0.174
0.5,0.7,0.1,-0.159
0.5,0.7,0.2,-0.125
0.5,0.7,0.3,-0.084
0.5,0.7,0.4,-0.107
0.5,0.7,0.5,-0.154
0.5,0.7,0.6,-0.085
0.5,0.7,0.7,-0.13
0.5,0.7,0.8,-0.097
0.5,0.7,0.9,-0.131
0.5,0.7,1.0,-0.129
0.5,0.8,0.1,-0.096
0.5,0.8,0.2,-0.11
0.5,0.8,0.3,-0.126
0.5,0.8,0.4,-0.104
0.5,0.8,0.5,-0.137
0.5,0.8,0.6,-0.122
0.5,0.8,0.7,-0.183
0.5,0.8,0.8,-0.109
0.5,0.8,0.9,-0.174
0.5,0.8,1.0,-0.179
0.5,0.9,0.1,-0.102
0.5,0.9,0.2,-0.133
0.5,0.9,0.3,-0.144
0.5,0.9,0.4,-0.143
0.5,0.9,0.5,-0.131
0.5,0.9,0.6,-0.127
0.5,0.9,0.7,-0.209
0.5,0.9,0.8,-0.16
0.5,0.9,0.9,-0.143
0.5,0.9,1.0,-0.096
0.5,1.0,0.1,-0.141
0.5,1.0,0.2,-0.137
0.5,1.0,0.3,-0.152
0.5,1.0,0.4,-0.116
0.5,1.0,0.5,-0.129
0.5,1.0,0.6,-0.145
0.5,1.0,0.7,-0.126
0.5,1.0,0.8,-0.149
0.5,1.0,0.9,-0.176
0.5,1.0,1.0,-0.137
0.6,0.1,0.1,-0.128
0.6,0.1,0.2,-0.153
0.6,0.1,0.3,-0.085
0.6,0.1,0.4,-0.165
0.6,0.1,0.5,-0.129
0.6,0.1,0.6,-0.184
0.6,0.1,0.7,-0.14
0.6,0.1,0.8,-0.191
0.6,0.1,0.9,-0.194
0.6,0.1,1.0,-0.178
0.6,0.2,0.1,-0.107
0.6,0.2,0.2,-0.123
0.6,0.2,0.3,-0.153
0.6,0.2,0.4,-0.131
0.6,0.2,0.5,-0.118
0.6,0.2,0.6,-0.132
0.6,0.2,0.7,-0.153
0.6,0.2,0.8,-0.15
0.6,0.2,0.9,-0.148
0.6,0.2,1.0,-0.131
0.6,0.3,0.1,-0.127
0.6,0.3,0.2,-0.124
0.6,0.3,0.3,-0.146
0.6,0.3,0.4,-0.098
0.6,0.3,0.5,-0.168
0.6,0.3,0.6,-0.089
0.6,0.3,0.7,-0.126
0.6,0.3,0.8,-0.074
0.6,0.3,0.9,-0.151
0.6,0.3,1.0,-0.163
0.6,0.4,0.1,-0.103
0.6,0.4,0.2,-0.159
0.6,0.4,0.3,-0.133
0.6,0.4,0.4,-0.158
0.6,0.4,0.5,-0.162
0.6,0.4,0.6,-0.143
0.6,0.4,0.7,-0.18
0.6,0.4,0.8,-0.094
0.6,0.4,0.9,-0.091
0.6,0.4,1.0,-0.142
0.6,0.5,0.1,-0.084
0.6,0.5,0.2,-0.197
0.6,0.5,0.3,-0.07
0.6,0.5,0.4,-0.146
0.6,0.5,0.5,-0.075
0.6,0.5,0.6,-0.131
0.6,0.5,0.7,-0.113
0.6,0.5,0.8,-0.124
0.6,0.5,0.9,-0.122
0.6,0.5,1.0,-0.18
0.6,0.6,0.1,-0.1
0.6,0.6,0.2,-0.121
0.6,0.6,0.3,-0.105
0.6,0.6,0.4,-0.146
0.6,0.6,0.5,-0.086
0.6,0.6,0.6,-0.087
0.6,0.6,0.7,-0.14
0.6,0.6,0.8,-0.104
0.6,0.6,0.9,-0.162
0.6,0.6,1.0,-0.126
0.6,0.7,0.1,-0.097
0.6,0.7,0.2,-0.117
0.6,0.7,0.3,-0.096
0.6,0.7,0.4,-0.121
0.6,0.7,0.5,-0.169
0.6,0.7,0.6,-0.127
0.6,0.7,0.7,-0.087
0.6,0.7,0.8,-0.124
0.6,0.7,0.9,-0.096
0.6,0.7,1.0,-0.164
0.6,0.8,0.1,-0.152
0.6,0.8,0.2,-0.125
0.6,0.8,0.3,-0.154
0.6,0.8,0.4,-0.075
0.6,0.8,0.5,-0.139
0.6,0.8,0.6,-0.151
0.6,0.8,0.7,-0.087
0.6,0.8,0.8,-0.146
0.6,0.8,0.9,-0.169
0.6,0.8,1.0,-0.168
0.6,0.9,0.1,-0.15
0.6,0.9,0.2,-0.144
0.6,0.9,0.3,-0.077
0.6,0.9,0.4,-0.166
0.6,0.9,0.5,-0.151
0.6,0.9,0.6,-0.108
0.6,0.9,0.7,-0.15
0.6,0.9,0.8,-0.141
0.6,0.9,0.9,-0.142
0.6,0.9,1.0,-0.175
0.6,1.0,0.1,-0.091
0.6,1.0,0.2,-0.097
0.6,1.0,0.3,-0.142
0.6,1.0,0.4,-0.104
0.6,1.0,0.5,-0.159
0.6,1.0,0.6,-0.118
0.6,1.0,0.7,-0.117
0.6,1.0,0.8,-0.134
0.6,1.0,0.9,-0.149
0.6,1.0,1.0,-0.102
0.7,0.1,0.1,-0.078
0.7,0.1,0.2,-0.139
0.7,0.1,0.3,-0.111
0.7,0.1,0.4,-0.156
0.7,0.1,0.5,-0.157
0.7,0.1,0.6,-0.103
0.7,0.1,0.7,-0.177
0.7,0.1,0.8,-0.153
0.7,0.1,0.9,-0.246
0.7,0.1,1.0,-0.165
0.7,0.2,0.1,-0.197
0.7,0.2,0.2,-0.15
0.7,0.2,0.3,-0.129
0.7,0.2,0.4,-0.178
0.7,0.2,0.5,-0.121
0.7,0.2,0.6,-0.113
0.7,0.2,0.7,-0.117
0.7,0.2,0.8,-0.152
0.7,0.2,0.9,-0.113
0.7,0.2,1.0,-0.117
0.7,0.3,0.1,-0.104
0.7,0.3,0.2,-0.088
0.7,0.3,0.3,-0.118
0.7,0.3,0.4,-0.045
0.7,0.3,0.5,-0.106
0.7,0.3,0.6,-0.127
0.7,0.3,0.7,-0.127
0.7,0.3,0.8,-0.123
0.7,0.3,0.9,-0.203
0.7,0.3,1.0,-0.177
0.7,0.4,0.1,-0.103
0.7,0.4,0.2,-0.112
0.7,0.4,0.3,-0.212
0.7,0.4,0.4,-0.11
0.7,0.4,0.5,-0.113
0.7,0.4,0.6,-0.16
0.7,0.4,0.7,-0.122
0.7,0.4,0.8,-0.175
0.7,0.4,0.9,-0.161
0.7,0.4,1.0,-0.099
0.7,0.5,0.1,-0.127
0.7,0.5,0.2,-0.154
0.7,0.5,0.3,-0.167
0.7,0.5,0.4,-0.069
0.7,0.5,0.5,-0.114
0.7,0.5,0.6,-0.118
0.7,0.5,0.7,-0.082
0.7,0.5,0.8,-0.159
0.7,0.5,0.9,-0.147
0.7,0.5,1.0,-0.118
0.7,0.6,0.1,-0.132
0.7,0.6,0.2,-0.118
0.7,0.6,0.3,-0.159
0.7,0.6,0.4,-0.141
0.7,0.6,0.5,-0.122
0.7,0.6,0.6,-0.106
0.7,0.6,0.7,-0.129
0.7,0.6,0.8,-0.177
0.7,0.6,0.9,-0.203
0.7,0.6,1.0,-0.144
0.7,0.7,0.1,-0.096
0.7,0.7,0.2,-0.149
0.7,0.7,0.3,-0.205
0.7,0.7,0.4,-0.181
0.7,0.7,0.5,-0.066
0.7,0.7,0.6,-0.132
0.7,0.7,0.7,-0.19
0.7,0.7,0.8,-0.131
0.7,0.7,0.9,-0.06
0.7,0.7,1.0,-0.084
0.7,0.8,0.1,-0.159
0.7,0.8,0.2,-0.096
0.7,0.8,0.3,-0.101
0.7,0.8,0.4,-0.167
0.7,0.8,0.5,-0.157
0.7,0.8,0.6,-0.13
0.7,0.8,0.7,-0.15
0.7,0.8,0.8,-0.158
0.7,0.8,0.9,-0.096
0.7,0.8,1.0,-0.111
0.7,0.9,0.1,-0.135
0.7,0.9,0.2,-0.047
0.7,0.9,0.3,-0.184
0.7,0.9,0.4,-0.113
0.7,0.9,0.5,-0.139
0.7,0.9,0.6,-0.147
0.7,0.9,0.7,-0.141
0.7,0.9,0.8,-0.102
0.7,0.9,0.9,-0.134
0.7,0.9,1.0,-0.159
0.7,1.0,0.1,-0.111
0.7,1.0,0.2,-0.127
0.7,1.0,0.3,-0.078
0.7,1.0,0.4,-0.13
0.7,1.0,0.5,-0.172
0.7,1.0,0.6,-0.116
0.7,1.0,0.7,-0.162
0.7,1.0,0.8,-0.199
0.7,1.0,0.9,-0.159
0.7,1.0,1.0,-0.133
0.8,0.1,0.1,-0.154
0.8,0.1,0.2,-0.15
0.8,0.1,0.3,-0.152
0.8,0.1,0.4,-0.114
0.8,0.1,0.5,-0.134
0.8,0.1,0.6,-0.101
0.8,0.1,0.7,-0.193
0.8,0.1,0.8,-0.126
0.8,0.1,0.9,-0.097
0.8,0.1,1.0,-0.068
0.8,0.2,0.1,-0.157
0.8,0.2,0.2,-0.119
0.8,0.2,0.3,-0.14
0.8,0.2,0.4,-0.176
0.8,0.2,0.5,-0.15
0.8,0.2,0.6,-0.125
0.8,0.2,0.7,-0.16
0.8,0.2,0.8,-0.12
0.8,0.2,0.9,-0.168
0.8,0.2,1.0,-0.151
0.8,0.3,0.1,-0.064
0.8,0.3,0.2,-0.127
0.8,0.3,0.3,-0.113
0.8,0.3,0.4,-0.118
0.8,0.3,0.5,-0.12
0.8,0.3,0.6,-0.143
0.8,0.3,0.7,-0.14
0.8,0.3,0.8,-0.172
0.8,0.3,0.9,-0.17
0.8,0.3,1.0,-0.151
0.8,0.4,0.1,-0.124
0.8,0.4,0.2,-0.144
0.8,0.4,0.3,-0.177
0.8,0.4,0.4,-0.194
0.8,0.4,0.5,-0.156
0.8,0.4,0.6,-0.133
0.8,0.4,0.7,-0.145
0.8,0.4,0.8,-0.132
0.8,0.4,0.9,-0.088
0.8,0.4,1.0,-0.168
0.8,0.5,0.1,-0.103
0.8,0.5,0.2,-0.125
0.8,0.5,0.3,-0.12
0.8,0.5,0.4,-0.138
0.8,0.5,0.5,-0.082
0.8,0.5,0.6,-0.11
0.8,0.5,0.7,-0.14
0.8,0.5,0.8,-0.169
0.8,0.5,0.9,-0.16
0.8,0.5,1.0,-0.134
0.8,0.6,0.1,-0.115
0.8,0.6,0.2,-0.11
0.8,0.6,0.3,-0.125
0.8,0.6,0.4,-0.135
0.8,0.6,0.5,-0.135
0.8,0.6,0.6,-0.135
0.8,0.6,0.7,-0.11
0.8,0.6,0.8,-0.137
0.8,0.6,0.9,-0.132
0.8,0.6,1.0,-0.164
0.8,0.7,0.1,-0.081
0.8,0.7,0.2,-0.108
0.8,0.7,0.3,-0.118
0.8,0.7,0.4,-0.153
0.8,0.7,0.5,-0.105
0.8,0.7,0.6,-0.124
0.8,0.7,0.7,-0.122
0.8,0.7,0.8,-0.155
0.8,0.7,0.9,-0.148
0.8,0.7,1.0,-0.158
0.8,0.8,0.1,-0.103
0.8,0.8,0.2,-0.119
0.8,0.8,0.3,-0.168
0.8,0.8,0.4,-0.104
0.8,0.8,0.5,-0.1
0.8,0.8,0.6,-0.136
0.8,0.8,0.7,-0.176
0.8,0.8,0.8,-0.148
0.8,0.8,0.9,-0.15
0.8,0.8,1.0,-0.13
0.8,0.9,0.1,-0.117
0.8,0.9,0.2,-0.161
0.8,0.9,0.3,-0.095
0.8,0.9,0.4,-0.148
0.8,0.9,0.5,-0.142
0.8,0.9,0.6,-0.115
0.8,0.9,0.7,-0.163
0.8,0.9,0.8,-0.086
0.8,0.9,0.9,-0.07
0.8,0.9,1.0,-0.095
0.8,1.0,0.1,-0.154
0.8,1.0,0.2,-0.158
0.8,1.0,0.3,-0.142
0.8,1.0,0.4,-0.052
0.8,1.0,0.5,-0.216
0.8,1.0,0.6,-0.142
0.8,1.0,0.7,-0.152
0.8,1.0,0.8,-0.129
0.8,1.0,0.9,-0.137
0.8,1.0,1.0,-0.164
0.9,0.1,0.1,-0.171
0.9,0.1,0.2,-0.218
0.9,0.1,0.3,-0.126
0.9,0.1,0.4,-0.111
0.9,0.1,0.5,-0.123
0.9,0.1,0.6,-0.163
0.9,0.1,0.7,-0.163
0.9,0.1,0.8,-0.152
0.9,0.1,0.9,-0.129
0.9,0.1,1.0,-0.205
0.9,0.2,0.1,-0.09
0.9,0.2,0.2,-0.109
0.9,0.2,0.3,-0.158
0.9,0.2,0.4,-0.133
0.9,0.2,0.5,-0.121
0.9,0.2,0.6,-0.179
0.9,0.2,0.7,-0.152
0.9,0.2,0.8,-0.091
0.9,0.2,0.9,-0.149
0.9,0.2,1.0,-0.13
0.9,0.3,0.1,-0.129
0.9,0.3,0.2,-0.159
0.9,0.3,0.3,-0.11
0.9,0.3,0.4,-0.103
0.9,0.3,0.5,-0.15
0.9,0.3,0.6,-0.144
0.9,0.3,0.7,-0.137
0.9,0.3,0.8,-0.11
0.9,0.3,0.9,-0.169
0.9,0.3,1.0,-0.123
0.9,0.4,0.1,-0.108
0.9,0.4,0.2,-0.119
0.9,0.4,0.3,-0.135
0.9,0.4,0.4,-0.077
0.9,0.4,0.5,-0.155
0.9,0.4,0.6,-0.198
0.9,0.4,0.7,-0.163
0.9,0.4,0.8,-0.129
0.9,0.4,0.9,-0.122
0.9,0.4,1.0,-0.101
0.9,0.5,0.1,-0.142
0.9,0.5,0.2,-0.104
0.9,0.5,0.3,-0.144
0.9,0.5,0.4,-0.126
0.9,0.5,0.5,-0.128
0.9,0.5,0.6,-0.12
0.9,0.5,0.7,-0.104
0.9,0.5,0.8,-0.081
0.9,0.5,0.9,-0.162
0.9,0.5,1.0,-0.131
0.9,0.6,0.1,-0.077
0.9,0.6,0.2,-0.105
0.9,0.6,0.3,-0.071
0.9,0.6,0.4,-0.159
0.9,0.6,0.5,-0.11
0.9,0.6,0.6,-0.132
0.9,0.6,0.7,-0.113
0.9,0.6,0.8,-0.128
0.9,0.6,0.9,-0.19
0.9,0.6,1.0,-0.16
0.9,0.7,0.1,-0.098
0.9,0.7,0.2,-0.09
0.9,0.7,0.3,-0.139
0.9,0.7,0.4,-0.189
0.9,0.7,0.5,-0.122
0.9,0.7,0.6,-0.179
0.9,0.7,0.7,-0.199
0.9,0.7,0.8,-0.145
0.9,0.7,0.9,-0.128
0.9,0.7,1.0,-0.193
0.9,0.8,0.1,-0.116
0.9,0.8,0.2,-0.129
0.9,0.8,0.3,-0.139
0.9,0.8,0.4,-0.104
0.9,0.8,0.5,-0.145
0.9,0.8,0.6,-0.09
0.9,0.8,0.7,-0.126
0.9,0.8,0.8,-0.155
0.9,0.8,0.9,-0.158
0.9,0.8,1.0,-0.164
0.9,0.9,0.1,-0.185
0.9,0.9,0.2,-0.118
0.9,0.9,0.3,-0.131
0.9,0.9,0.4,-0.123
0.9,0.9,0.5,-0.177
0.9,0.9,0.6,-0.076
0.9,0.9,0.7,-0.118
0.9,0.9,0.8,-0.173
0.9,0.9,0.9,-0.076
0.9,0.9,1.0,-0.135
0.9,1.0,0.1,-0.143
0.9,1.0,0.2,-0.102
0.9,1.0,0.3,-0.098
0.9,1.0,0.4,-0.124
0.9,1.0,0.5,-0.154
0.9,1.0,0.6,-0.138
0.9,1.0,0.7,-0.113
0.9,1.0,0.8,-0.162
0.9,1.0,0.9,-0.113
0.9,1.0,1.0,-0.191
1.0,0.1,0.1,-0.1
1.0,0.1,0.2,-0.085
1.0,0.1,0.3,-0.102
1.0,0.1,0.4,-0.162
1.0,0.1,0.5,-0.085
1.0,0.1,0.6,-0.134
1.0,0.1,0.7,-0.141
1.0,0.1,0.8,-0.1
1.0,0.1,0.9,-0.118
1.0,0.1,1.0,-0.161
1.0,0.2,0.1,-0.097
1.0,0.2,0.2,-0.11
1.0,0.2,0.3,-0.156
1.0,0.2,0.4,-0.195
1.0,0.2,0.5,-0.082
1.0,0.2,0.6,-0.15
1.0,0.2,0.7,-0.144
1.0,0.2,0.8,-0.188
1.0,0.2,0.9,-0.137
1.0,0.2,1.0,-0.147
1.0,0.3,0.1,-0.116
1.0,0.3,0.2,-0.165
1.0,0.3,0.3,-0.103
1.0,0.3,0.4,-0.189
1.0,0.3,0.5,-0.138
1.0,0.3,0.6,-0.131
1.0,0.3,0.7,-0.142
1.0,0.3,0.8,-0.205
1.0,0.3,0.9,-0.197
1.0,0.3,1.0,-0.193
1.0,0.4,0.1,-0.137
1.0,0.4,0.2,-0.126
1.0,0.4,0.3,-0.06
1.0,0.4,0.4,-0.136
1.0,0.4,0.5,-0.124
1.0,0.4,0.6,-0.129
1.0,0.4,0.7,-0.171
1.0,0.4,0.8,-0.142
1.0,0.4,0.9,-0.137
1.0,0.4,1.0,-0.087
1.0,0.5,0.1,-0.05
1.0,0.5,0.2,-0.066
1.0,0.5,0.3,-0.139
1.0,0.5,0.4,-0.145
1.0,0.5,0.5,-0.175
1.0,0.5,0.6,-0.161
1.0,0.5,0.7,-0.139
1.0,0.5,0.8,-0.159
1.0,0.5,0.9,-0.223
1.0,0.5,1.0,-0.161
1.0,0.6,0.1,-0.171
1.0,0.6,0.2,-0.143
1.0,0.6,0.3,-0.201
1.0,0.6,0.4,-0.168
1.0,0.6,0.5,-0.139
1.0,0.6,0.6,-0.091
1.0,0.6,0.7,-0.14
1.0,0.6,0.8,-0.184
1.0,0.6,0.9,-0.159
1.0,0.6,1.0,-0.114
1.0,0.7,0.1,-0.121
1.0,0.7,0.2,-0.118
1.0,0.7,0.3,-0.128
1.0,0.7,0.4,-0.146
1.0,0.7,0.5,-0.125
1.0,0.7,0.6,-0.129
1.0,0.7,0.7,-0.079
1.0,0.7,0.8,-0.135
1.0,0.7,0.9,-0.167
1.0,0.7,1.0,-0.204
1.0,0.8,0.1,-0.153
1.0,0.8,0.2,-0.15
1.0,0.8,0.3,-0.14
1.0,0.8,0.4,-0.132
1.0,0.8,0.5,-0.132
1.0,0.8,0.6,-0.197
1.0,0.8,0.7,-0.17
1.0,0.8,0.8,-0.089
1.0,0.8,0.9,-0.067
1.0,0.8,1.0,-0.119
1.0,0.9,0.1,-0.118
1.0,0.9,0.2,-0.119
1.0,0.9,0.3,-0.121
1.0,0.9,0.4,-0.105
1.0,0.9,0.5,-0.145
1.0,0.9,0.6,-0.162
1.0,0.9,0.7,-0.106
1.0,0.9,0.8,-0.124
1.0,0.9,0.9,-0.169
1.0,0.9,1.0,-0.133
1.0,1.0,0.1,-0.088
1.0,1.0,0.2,-0.184
1.0,1.0,0.3,-0.112
1.0,1.0,0.4,-0.144
1.0,1.0,0.5,-0.146
1.0,1.0,0.6,-0.139
1.0,1.0,0.7,-0.129
1.0,1.0,0.8,-0.093
1.0,1.0,0.9,-0.142
1.0,1.0,1.0,-0.129
Alpha,Gamma,Epsilon,Average Reward
0.1,0.1,0.1,-0.11
0.1,0.1,0.2,-0.077
0.1,0.1,0.3,-0.083
0.1,0.1,0.4,-0.073
0.1,0.1,0.5,-0.178
0.1,0.1,0.6,-0.114
0.1,0.1,0.7,-0.102
0.1,0.1,0.8,-0.148
0.1,0.1,0.9,-0.189
0.1,0.1,1.0,-0.136
0.1,0.2,0.1,-0.15
0.1,0.2,0.2,-0.115
0.1,0.2,0.3,-0.124
0.1,0.2,0.4,-0.09
0.1,0.2,0.5,-0.139
0.1,0.2,0.6,-0.168
0.1,0.2,0.7,-0.14
0.1,0.2,0.8,-0.158
0.1,0.2,0.9,-0.148
0.1,0.2,1.0,-0.156
0.1,0.3,0.1,-0.108
0.1,0.3,0.2,-0.151
0.1,0.3,0.3,-0.127
0.1,0.3,0.4,-0.122
0.1,0.3,0.5,-0.162
0.1,0.3,0.6,-0.175
0.1,0.3,0.7,-0.123
0.1,0.3,0.8,-0.152
0.1,0.3,0.9,-0.078
0.1,0.3,1.0,-0.109
0.1,0.4,0.1,-0.153
0.1,0.4,0.2,-0.093
0.1,0.4,0.3,-0.126
0.1,0.4,0.4,-0.076
0.1,0.4,0.5,-0.078
0.1,0.4,0.6,-0.159
0.1,0.4,0.7,-0.17
0.1,0.4,0.8,-0.054
0.1,0.4,0.9,-0.188
0.1,0.4,1.0,-0.138
0.1,0.5,0.1,-0.136
0.1,0.5,0.2,-0.117
0.1,0.5,0.3,-0.119
0.1,0.5,0.4,-0.102
0.1,0.5,0.5,-0.126
0.1,0.5,0.6,-0.144
0.1,0.5,0.7,-0.107
0.1,0.5,0.8,-0.148
0.1,0.5,0.9,-0.112
0.1,0.5,1.0,-0.136
0.1,0.6,0.1,-0.091
0.1,0.6,0.2,-0.08
0.1,0.6,0.3,-0.089
0.1,0.6,0.4,-0.095
0.1,0.6,0.5,-0.123
0.1,0.6,0.6,-0.13
0.1,0.6,0.7,-0.188
0.1,0.6,0.8,-0.134
0.1,0.6,0.9,-0.139
0.1,0.6,1.0,-0.192
0.1,0.7,0.1,-0.129
0.1,0.7,0.2,-0.123
0.1,0.7,0.3,-0.141
0.1,0.7,0.4,-0.167
0.1,0.7,0.5,-0.094
0.1,0.7,0.6,-0.13
0.1,0.7,0.7,-0.141
0.1,0.7,0.8,-0.145
0.1,0.7,0.9,-0.119
0.1,0.7,1.0,-0.162
0.1,0.8,0.1,-0.076
0.1,0.8,0.2,-0.113
0.1,0.8,0.3,-0.068
0.1,0.8,0.4,-0.119
0.1,0.8,0.5,-0.13
0.1,0.8,0.6,-0.162
0.1,0.8,0.7,-0.091
0.1,0.8,0.8,-0.129
0.1,0.8,0.9,-0.177
0.1,0.8,1.0,-0.14
0.1,0.9,0.1,-0.173
0.1,0.9,0.2,-0.11
0.1,0.9,0.3,-0.116
0.1,0.9,0.4,-0.139
0.1,0.9,0.5,-0.123
0.1,0.9,0.6,-0.16
0.1,0.9,0.7,-0.091
0.1,0.9,0.8,-0.181
0.1,0.9,0.9,-0.135
0.1,0.9,1.0,-0.162
0.1,1.0,0.1,-0.159
0.1,1.0,0.2,-0.081
0.1,1.0,0.3,-0.143
0.1,1.0,0.4,-0.128
0.1,1.0,0.5,-0.099
0.1,1.0,0.6,-0.178
0.1,1.0,0.7,-0.142
0.1,1.0,0.8,-0.208
0.1,1.0,0.9,-0.159
0.1,1.0,1.0,-0.167
0.2,0.1,0.1,-0.086
0.2,0.1,0.2,-0.143
0.2,0.1,0.3,-0.12
0.2,0.1,0.4,-0.094
0.2,0.1,0.5,-0.17
0.2,0.1,0.6,-0.134
0.2,0.1,0.7,-0.155
0.2,0.1,0.8,-0.121
0.2,0.1,0.9,-0.119
0.2,0.1,1.0,-0.165
0.2,0.2,0.1,-0.14
0.2,0.2,0.2,-0.125
0.2,0.2,0.3,-0.198
0.2,0.2,0.4,-0.148
0.2,0.2,0.5,-0.178
0.2,0.2,0.6,-0.119
0.2,0.2,0.7,-0.153
0.2,0.2,0.8,-0.186
0.2,0.2,0.9,-0.137
0.2,0.2,1.0,-0.172
0.2,0.3,0.1,-0.098
0.2,0.3,0.2,-0.132
0.2,0.3,0.3,-0.1
0.2,0.3,0.4,-0.173
0.2,0.3,0.5,-0.108
0.2,0.3,0.6,-0.111
0.2,0.3,0.7,-0.161
0.2,0.3,0.8,-0.075
0.2,0.3,0.9,-0.113
0.2,0.3,1.0,-0.141
0.2,0.4,0.1,-0.092
0.2,0.4,0.2,-0.107
0.2,0.4,0.3,-0.07
0.2,0.4,0.4,-0.11
0.2,0.4,0.5,-0.203
0.2,0.4,0.6,-0.1
0.2,0.4,0.7,-0.134
0.2,0.4,0.8,-0.191
0.2,0.4,0.9,-0.161
0.2,0.4,1.0,-0.199
0.2,0.5,0.1,-0.085
0.2,0.5,0.2,-0.132
0.2,0.5,0.3,-0.099
0.2,0.5,0.4,-0.109
0.2,0.5,0.5,-0.189
0.2,0.5,0.6,-0.167
0.2,0.5,0.7,-0.125
0.2,0.5,0.8,-0.174
0.2,0.5,0.9,-0.171
0.2,0.5,1.0,-0.142
0.2,0.6,0.1,-0.111
0.2,0.6,0.2,-0.063
0.2,0.6,0.3,-0.155
0.2,0.6,0.4,-0.127
0.2,0.6,0.5,-0.159
0.2,0.6,0.6,-0.134
0.2,0.6,0.7,-0.075
0.2,0.6,0.8,-0.152
0.2,0.6,0.9,-0.106
0.2,0.6,1.0,-0.157
0.2,0.7,0.1,-0.121
0.2,0.7,0.2,-0.135
0.2,0.7,0.3,-0.119
