Alpha,Gamma,Epsilon,Average Reward
0.9,0.9,0.7,-0.134
0.9,0.9,0.8,-0.142
0.9,0.9,0.9,-0.16
0.9,0.9,1.0,-0.127
0.9,1.0,0.1,-0.154
0.9,1.0,0.2,-0.156
0.9,1.0,0.3,-0.128
0.9,1.0,0.4,-0.127
0.9,1.0,0.5,-0.13
0.9,1.0,0.6,-0.095
0.9,1.0,0.7,-0.149
0.9,1.0,0.8,-0.129
0.9,1.0,0.9,-0.111
0.9,1.0,1.0,-0.087
1.0,0.1,0.1,-0.103
1.0,0.1,0.2,-0.089
1.0,0.1,0.3,-0.112
1.0,0.1,0.4,-0.117
1.0,0.1,0.5,-0.175
1.0,0.1,0.6,-0.136
1.0,0.1,0.7,-0.157
1.0,0.1,0.8,-0.111
1.0,0.1,0.9,-0.184
1.0,0.1,1.0,-0.145
1.0,0.2,0.1,-0.053
1.0,0.2,0.2,-0.127
1.0,0.2,0.3,-0.089
1.0,0.2,0.4,-0.194
1.0,0.2,0.5,-0.105
1.0,0.2,0.6,-0.116
1.0,0.2,0.7,-0.173
1.0,0.2,0.8,-0.089
1.0,0.2,0.9,-0.146
1.0,0.2,1.0,-0.147
1.0,0.3,0.1,-0.127
1.0,0.3,0.2,-0.11
1.0,0.3,0.3,-0.206
1.0,0.3,0.4,-0.069
1.0,0.3,0.5,-0.139
1.0,0.3,0.6,-0.106
1.0,0.3,0.7,-0.111
1.0,0.3,0.8,-0.14
1.0,0.3,0.9,-0.108
1.0,0.3,1.0,-0.134
1.0,0.4,0.1,-0.123
1.0,0.4,0.2,-0.133
1.0,0.4,0.3,-0.087
1.0,0.4,0.4,-0.131
1.0,0.4,0.5,-0.12
1.0,0.4,0.6,-0.116
1.0,0.4,0.7,-0.186
1.0,0.4,0.8,-0.145
1.0,0.4,0.9,-0.159
1.0,0.4,1.0,-0.147
1.0,0.5,0.1,-0.143
1.0,0.5,0.2,-0.126
1.0,0.5,0.3,-0.109
1.0,0.5,0.4,-0.109
1.0,0.5,0.5,-0.124
1.0,0.5,0.6,-0.174
1.0,0.5,0.7,-0.154
1.0,0.5,0.8,-0.204
1.0,0.5,0.9,-0.119
1.0,0.5,1.0,-0.144
1.0,0.6,0.1,-0.12
1.0,0.6,0.2,-0.08
1.0,0.6,0.3,-0.108
1.0,0.6,0.4,-0.097
1.0,0.6,0.5,-0.131
1.0,0.6,0.6,-0.114
1.0,0.6,0.7,-0.112
1.0,0.6,0.8,-0.097
1.0,0.6,0.9,-0.136
1.0,0.6,1.0,-0.155
1.0,0.7,0.1,-0.064
1.0,0.7,0.2,-0.15
1.0,0.7,0.3,-0.153
1.0,0.7,0.4,-0.165
1.0,0.7,0.5,-0.11
1.0,0.7,0.6,-0.134
1.0,0.7,0.7,-0.173
1.0,0.7,0.8,-0.158
1.0,0.7,0.9,-0.134
1.0,0.7,1.0,-0.148
1.0,0.8,0.1,-0.143
1.0,0.8,0.2,-0.082
1.0,0.8,0.3,-0.141
1.0,0.8,0.4,-0.176
1.0,0.8,0.5,-0.148
1.0,0.8,0.6,-0.132
1.0,0.8,0.7,-0.151
1.0,0.8,0.8,-0.139
1.0,0.8,0.9,-0.119
1.0,0.8,1.0,-0.187
1.0,0.9,0.1,-0.093
1.0,0.9,0.2,-0.116
1.0,0.9,0.3,-0.137
1.0,0.9,0.4,-0.142
1.0,0.9,0.5,-0.156
1.0,0.9,0.6,-0.154
1.0,0.9,0.7,-0.124
1.0,0.9,0.8,-0.104
1.0,0.9,0.9,-0.118
1.0,0.9,1.0,-0.144
1.0,1.0,0.1,-0.162
1.0,1.0,0.2,-0.131
1.0,1.0,0.3,-0.132
1.0,1.0,0.4,-0.117
1.0,1.0,0.5,-0.112
1.0,1.0,0.6,-0.117
1.0,1.0,0.7,-0.127
1.0,1.0,0.8,-0.135
1.0,1.0,0.9,-0.165
1.0,1.0,1.0,-0.15
Alpha,Gamma,Epsilon,Average Reward
0.1,0.1,0.1,-0.134
0.1,0.1,0.2,-0.121
0.1,0.1,0.3,-0.098
0.1,0.1,0.4,-0.142
0.1,0.1,0.5,-0.136
0.1,0.1,0.6,-0.144
0.1,0.1,0.7,-0.135
0.1,0.1,0.8,-0.174
0.1,0.1,0.9,-0.136
0.1,0.1,1.0,-0.165
0.1,0.2,0.1,-0.106
0.1,0.2,0.2,-0.117
0.1,0.2,0.3,-0.115
0.1,0.2,0.4,-0.063
0.1,0.2,0.5,-0.115
0.1,0.2,0.6,-0.127
0.1,0.2,0.7,-0.131
0.1,0.2,0.8,-0.187
0.1,0.2,0.9,-0.144
0.1,0.2,1.0,-0.151
0.1,0.3,0.1,-0.104
0.1,0.3,0.2,-0.137
0.1,0.3,0.3,-0.112
0.1,0.3,0.4,-0.118
0.1,0.3,0.5,-0.133
0.1,0.3,0.6,-0.115
0.1,0.3,0.7,-0.152
0.1,0.3,0.8,-0.121
0.1,0.3,0.9,-0.176
0.1,0.3,1.0,-0.123
0.1,0.4,0.1,-0.119
0.1,0.4,0.2,-0.152
0.1,0.4,0.3,-0.101
0.1,0.4,0.4,-0.134
0.1,0.4,0.5,-0.124
0.1,0.4,0.6,-0.131
0.1,0.4,0.7,-0.125
0.1,0.4,0.8,-0.108
0.1,0.4,0.9,-0.167
0.1,0.4,1.0,-0.177
0.1,0.5,0.1,-0.134
0.1,0.5,0.2,-0.157
0.1,0.5,0.3,-0.144
0.1,0.5,0.4,-0.163
0.1,0.5,0.5,-0.199
0.1,0.5,0.6,-0.166
0.1,0.5,0.7,-0.164
0.1,0.5,0.8,-0.159
0.1,0.5,0.9,-0.155
0.1,0.5,1.0,-0.163
0.1,0.6,0.1,-0.138
0.1,0.6,0.2,-0.132
0.1,0.6,0.3,-0.09
0.1,0.6,0.4,-0.106
0.1,0.6,0.5,-0.12
0.1,0.6,0.6,-0.086
0.1,0.6,0.7,-0.131
0.1,0.6,0.8,-0.128
0.1,0.6,0.9,-0.161
0.1,0.6,1.0,-0.119
0.1,0.7,0.1,-0.1
0.1,0.7,0.2,-0.162
0.1,0.7,0.3,-0.16
0.1,0.7,0.4,-0.146
0.1,0.7,0.5,-0.13
0.1,0.7,0.6,-0.15
0.1,0.7,0.7,-0.134
0.1,0.7,0.8,-0.134
0.1,0.7,0.9,-0.123
0.1,0.7,1.0,-0.178
0.1,0.8,0.1,-0.129
0.1,0.8,0.2,-0.139
0.1,0.8,0.3,-0.144
0.1,0.8,0.4,-0.115
0.1,0.8,0.5,-0.14
0.1,0.8,0.6,-0.107
0.1,0.8,0.7,-0.104
0.1,0.8,0.8,-0.161
0.1,0.8,0.9,-0.086
0.1,0.8,1.0,-0.151
0.1,0.9,0.1,-0.122
0.1,0.9,0.2,-0.149
0.1,0.9,0.3,-0.17
0.1,0.9,0.4,-0.16
0.1,0.9,0.5,-0.11
0.1,0.9,0.6,-0.142
0.1,0.9,0.7,-0.087
0.1,0.9,0.8,-0.156
0.1,0.9,0.9,-0.104
0.1,0.9,1.0,-0.139
0.1,1.0,0.1,-0.132
0.1,1.0,0.2,-0.154
0.1,1.0,0.3,-0.117
0.1,1.0,0.4,-0.117
0.1,1.0,0.5,-0.131
0.1,1.0,0.6,-0.17
0.1,1.0,0.7,-0.141
0.1,1.0,0.8,-0.14
0.1,1.0,0.9,-0.167
0.1,1.0,1.0,-0.172
0.2,0.1,0.1,-0.101
0.2,0.1,0.2,-0.155
0.2,0.1,0.3,-0.035
0.2,0.1,0.4,-0.1
0.2,0.1,0.5,-0.131
0.2,0.1,0.6,-0.1
0.2,0.1,0.7,-0.136
0.2,0.1,0.8,-0.178
0.2,0.1,0.9,-0.149
0.2,0.1,1.0,-0.17
0.2,0.2,0.1,-0.177
0.2,0.2,0.2,-0.111
0.2,0.2,0.3,-0.168
0.2,0.2,0.4,-0.111
0.2,0.2,0.5,-0.176
0.2,0.2,0.6,-0.175
0.2,0.2,0.7,-0.11
0.2,0.2,0.8,-0.145
0.2,0.2,0.9,-0.147
0.2,0.2,1.0,-0.144
0.2,0.3,0.1,-0.109
0.2,0.3,0.2,-0.138
0.2,0.3,0.3,-0.156
0.2,0.3,0.4,-0.158
0.2,0.3,0.5,-0.125
0.2,0.3,0.6,-0.132
0.2,0.3,0.7,-0.151
0.2,0.3,0.8,-0.171
0.2,0.3,0.9,-0.123
0.2,0.3,1.0,-0.151
0.2,0.4,0.1,-0.117
0.2,0.4,0.2,-0.126
0.2,0.4,0.3,-0.07
0.2,0.4,0.4,-0.183
0.2,0.4,0.5,-0.067
0.2,0.4,0.6,-0.185
0.2,0.4,0.7,-0.116
0.2,0.4,0.8,-0.104
0.2,0.4,0.9,-0.165
0.2,0.4,1.0,-0.111
0.2,0.5,0.1,-0.085
0.2,0.5,0.2,-0.141
0.2,0.5,0.3,-0.179
0.2,0.5,0.4,-0.151
0.2,0.5,0.5,-0.132
0.2,0.5,0.6,-0.185
0.2,0.5,0.7,-0.154
0.2,0.5,0.8,-0.156
0.2,0.5,0.9,-0.198
0.2,0.5,1.0,-0.13
0.2,0.6,0.1,-0.159
0.2,0.6,0.2,-0.123
0.2,0.6,0.3,-0.058
0.2,0.6,0.4,-0.111
0.2,0.6,0.5,-0.12
0.2,0.6,0.6,-0.135
0.2,0.6,0.7,-0.146
0.2,0.6,0.8,-0.135
0.2,0.6,0.9,-0.142
0.2,0.6,1.0,-0.117
0.2,0.7,0.1,-0.1
0.2,0.7,0.2,-0.134
0.2,0.7,0.3,-0.105
0.2,0.7,0.4,-0.107
0.2,0.7,0.5,-0.137
0.2,0.7,0.6,-0.126
0.2,0.7,0.7,-0.167
0.2,0.7,0.8,-0.171
0.2,0.7,0.9,-0.115
0.2,0.7,1.0,-0.13
0.2,0.8,0.1,-0.169
0.2,0.8,0.2,-0.13
0.2,0.8,0.3,-0.15
0.2,0.8,0.4,-0.118
0.2,0.8,0.5,-0.114
0.2,0.8,0.6,-0.129
0.2,0.8,0.7,-0.084
0.2,0.8,0.8,-0.104
0.2,0.8,0.9,-0.167
0.2,0.8,1.0,-0.144
0.2,0.9,0.1,-0.184
0.2,0.9,0.2,-0.148
0.2,0.9,0.3,-0.153
0.2,0.9,0.4,-0.109
0.2,0.9,0.5,-0.149
0.2,0.9,0.6,-0.182
0.2,0.9,0.7,-0.15
0.2,0.9,0.8,-0.14
0.2,0.9,0.9,-0.158
0.2,0.9,1.0,-0.203
0.2,1.0,0.1,-0.096
0.2,1.0,0.2,-0.113
0.2,1.0,0.3,-0.148
0.2,1.0,0.4,-0.125
0.2,1.0,0.5,-0.125
0.2,1.0,0.6,-0.129
0.2,1.0,0.7,-0.087
0.2,1.0,0.8,-0.142
0.2,1.0,0.9,-0.117
0.2,1.0,1.0,-0.145
0.3,0.1,0.1,-0.168
0.3,0.1,0.2,-0.114
0.3,0.1,0.3,-0.144
0.3,0.1,0.4,-0.107
0.3,0.1,0.5,-0.087
0.3,0.1,0.6,-0.124
0.3,0.1,0.7,-0.162
0.3,0.1,0.8,-0.131
0.3,0.1,0.9,-0.14
0.3,0.1,1.0,-0.115
0.3,0.2,0.1,-0.086
0.3,0.2,0.2,-0.118
0.3,0.2,0.3,-0.136
0.3,0.2,0.4,-0.1
0.3,0.2,0.5,-0.165
0.3,0.2,0.6,-0.146
0.3,0.2,0.7,-0.132
0.3,0.2,0.8,-0.19
0.3,0.2,0.9,-0.092
0.3,0.2,1.0,-0.197
0.3,0.3,0.1,-0.131
0.3,0.3,0.2,-0.097
0.3,0.3,0.3,-0.098
0.3,0.3,0.4,-0.096
0.3,0.3,0.5,-0.087
0.3,0.3,0.6,-0.129
0.3,0.3,0.7,-0.165
0.3,0.3,0.8,-0.122
0.3,0.3,0.9,-0.135
0.3,0.3,1.0,-0.126
0.3,0.4,0.1,-0.161
0.3,0.4,0.2,-0.12
0.3,0.4,0.3,-0.086
0.3,0.4,0.4,-0.157
0.3,0.4,0.5,-0.095
0.3,0.4,0.6,-0.188
0.3,0.4,0.7,-0.153
0.3,0.4,0.8,-0.129
0.3,0.4,0.9,-0.132
0.3,0.4,1.0,-0.16
0.3,0.5,0.1,-0.125
0.3,0.5,0.2,-0.169
0.3,0.5,0.3,-0.071
0.3,0.5,0.4,-0.143
0.3,0.5,0.5,-0.118
0.3,0.5,0.6,-0.126
0.3,0.5,0.7,-0.187
0.3,0.5,0.8,-0.107
0.3,0.5,0.9,-0.111
0.3,0.5,1.0,-0.124
0.3,0.6,0.1,-0.12
0.3,0.6,0.2,-0.174
0.3,0.6,0.3,-0.187
0.3,0.6,0.4,-0.166
0.3,0.6,0.5,-0.128
0.3,0.6,0.6,-0.151
0.3,0.6,0.7,-0.113
0.3,0.6,0.8,-0.146
0.3,0.6,0.9,-0.156
0.3,0.6,1.0,-0.132
0.3,0.7,0.1,-0.117
0.3,0.7,0.2,-0.159
0.3,0.7,0.3,-0.142
0.3,0.7,0.4,-0.111
0.3,0.7,0.5,-0.106
0.3,0.7,0.6,-0.094
0.3,0.7,0.7,-0.144
0.3,0.7,0.8,-0.148
0.3,0.7,0.9,-0.123
0.3,0.7,1.0,-0.161
0.3,0.8,0.1,-0.131
0.3,0.8,0.2,-0.141
0.3,0.8,0.3,-0.165
0.3,0.8,0.4,-0.147
0.3,0.8,0.5,-0.123
0.3,0.8,0.6,-0.154
0.3,0.8,0.7,-0.157
0.3,0.8,0.8,-0.106
0.3,0.8,0.9,-0.149
0.3,0.8,1.0,-0.161
0.3,0.9,0.1,-0.106
0.3,0.9,0.2,-0.125
0.3,0.9,0.3,-0.143
0.3,0.9,0.4,-0.1
0.3,0.9,0.5,-0.15
0.3,0.9,0.6,-0.141
0.3,0.9,0.7,-0.152
0.3,0.9,0.8,-0.139
0.3,0.9,0.9,-0.156
0.3,0.9,1.0,-0.172
0.3,1.0,0.1,-0.064
0.3,1.0,0.2,-0.074
0.3,1.0,0.3,-0.146
0.3,1.0,0.4,-0.114
0.3,1.0,0.5,-0.154
0.3,1.0,0.6,-0.131
0.3,1.0,0.7,-0.143
0.3,1.0,0.8,-0.166
0.3,1.0,0.9,-0.197
0.3,1.0,1.0,-0.188
0.4,0.1,0.1,-0.105
0.4,0.1,0.2,-0.152
0.4,0.1,0.3,-0.104
0.4,0.1,0.4,-0.133
0.4,0.1,0.5,-0.147
0.4,0.1,0.6,-0.135
0.4,0.1,0.7,-0.114
0.4,0.1,0.8,-0.153
0.4,0.1,0.9,-0.165
0.4,0.1,1.0,-0.124
0.4,0.2,0.1,-0.088
0.4,0.2,0.2,-0.139
0.4,0.2,0.3,-0.134
0.4,0.2,0.4,-0.115
0.4,0.2,0.5,-0.097
0.4,0.2,0.6,-0.121
0.4,0.2,0.7,-0.122
0.4,0.2,0.8,-0.1
0.4,0.2,0.9,-0.108
0.4,0.2,1.0,-0.14
0.4,0.3,0.1,-0.094
0.4,0.3,0.2,-0.108
0.4,0.3,0.3,-0.141
0.4,0.3,0.4,-0.148
0.4,0.3,0.5,-0.123
0.4,0.3,0.6,-0.146
0.4,0.3,0.7,-0.066
0.4,0.3,0.8,-0.163
0.4,0.3,0.9,-0.142
0.4,0.3,1.0,-0.163
0.4,0.4,0.1,-0.057
0.4,0.4,0.2,-0.141
0.4,0.4,0.3,-0.162
0.4,0.4,0.4,-0.113
0.4,0.4,0.5,-0.153
0.4,0.4,0.6,-0.134
0.4,0.4,0.7,-0.126
0.4,0.4,0.8,-0.121
0.4,0.4,0.9,-0.136
0.4,0.4,1.0,-0.178
0.4,0.5,0.1,-0.125
0.4,0.5,0.2,-0.112
0.4,0.5,0.3,-0.081
0.4,0.5,0.4,-0.122
0.4,0.5,0.5,-0.138
0.4,0.5,0.6,-0.133
0.4,0.5,0.7,-0.183
0.4,0.5,0.8,-0.185
0.4,0.5,0.9,-0.12
0.4,0.5,1.0,-0.162
0.4,0.6,0.1,-0.121
0.4,0.6,0.2,-0.125
0.4,0.6,0.3,-0.153
0.4,0.6,0.4,-0.14
0.4,0.6,0.5,-0.104
0.4,0.6,0.6,-0.111
0.4,0.6,0.7,-0.169
0.4,0.6,0.8,-0.083
0.4,0.6,0.9,-0.154
0.4,0.6,1.0,-0.16
0.4,0.7,0.1,-0.103
0.4,0.7,0.2,-0.128
0.4,0.7,0.3,-0.142
0.4,0.7,0.4,-0.101
0.4,0.7,0.5,-0.108
0.4,0.7,0.6,-0.157
0.4,0.7,0.7,-0.136
0.4,0.7,0.8,-0.119
0.4,0.7,0.9,-0.134
0.4,0.7,1.0,-0.128
0.4,0.8,0.1,-0.138
0.4,0.8,0.2,-0.062
0.4,0.8,0.3,-0.11
0.4,0.8,0.4,-0.071
0.4,0.8,0.5,-0.109
0.4,0.8,0.6,-0.117
0.4,0.8,0.7,-0.13
0.4,0.8,0.8,-0.15
0.4,0.8,0.9,-0.154
0.4,0.8,1.0,-0.119
0.4,0.9,0.1,-0.111
0.4,0.9,0.2,-0.088
0.4,0.9,0.3,-0.123
0.4,0.9,0.4,-0.132
0.4,0.9,0.5,-0.088
0.4,0.9,0.6,-0.133
0.4,0.9,0.7,-0.114
0.4,0.9,0.8,-0.197
0.4,0.9,0.9,-0.18
0.4,0.9,1.0,-0.152
0.4,1.0,0.1,-0.138
0.4,1.0,0.2,-0.092
0.4,1.0,0.3,-0.143
0.4,1.0,0.4,-0.129
0.4,1.0,0.5,-0.151
0.4,1.0,0.6,-0.142
0.4,1.0,0.7,-0.081
0.4,1.0,0.8,-0.184
0.4,1.0,0.9,-0.12
0.4,1.0,1.0,-0.157
0.5,0.1,0.1,-0.114
0.5,0.1,0.2,-0.068
0.5,0.1,0.3,-0.175
0.5,0.1,0.4,-0.131
0.5,0.1,0.5,-0.053
0.5,0.1,0.6,-0.121
0.5,0.1,0.7,-0.126
0.5,0.1,0.8,-0.12
0.5,0.1,0.9,-0.109
0.5,0.1,1.0,-0.131
0.5,0.2,0.1,-0.141
0.5,0.2,0.2,-0.094
0.5,0.2,0.3,-0.123
0.5,0.2,0.4,-0.111
0.5,0.2,0.5,-0.184
0.5,0.2,0.6,-0.12
0.5,0.2,0.7,-0.125
0.5,0.2,0.8,-0.173
0.5,0.2,0.9,-0.1
0.5,0.2,1.0,-0.146
0.5,0.3,0.1,-0.115
0.5,0.3,0.2,-0.12
0.5,0.3,0.3,-0.089
0.5,0.3,0.4,-0.148
0.5,0.3,0.5,-0.115
0.5,0.3,0.6,-0.123
0.5,0.3,0.7,-0.16
0.5,0.3,0.8,-0.154
0.5,0.3,0.9,-0.09
0.5,0.3,1.0,-0.155
0.5,0.4,0.1,-0.123
0.5,0.4,0.2,-0.122
0.5,0.4,0.3,-0.127
0.5,0.4,0.4,-0.147
0.5,0.4,0.5,-0.131
0.5,0.4,0.6,-0.189
0.5,0.4,0.7,-0.141
0.5,0.4,0.8,-0.155
0.5,0.4,0.9,-0.143
0.5,0.4,1.0,-0.119
0.5,0.5,0.1,-0.116
0.5,0.5,0.2,-0.049
0.5,0.5,0.3,-0.118
0.5,0.5,0.4,-0.167
0.5,0.5,0.5,-0.152
0.5,0.5,0.6,-0.167
0.5,0.5,0.7,-0.149
0.5,0.5,0.8,-0.122
0.5,0.5,0.9,-0.147
0.5,0.5,1.0,-0.202
0.5,0.6,0.1,-0.145
0.5,0.6,0.2,-0.135
0.5,0.6,0.3,-0.128
0.5,0.6,0.4,-0.131
0.5,0.6,0.5,-0.139
0.5,0.6,0.6,-0.114
0.5,0.6,0.7,-0.137
0.5,0.6,0.8,-0.203
0.5,0.6,0.9,-0.105
0.5,0.6,1.0,-0.169
0.5,0.7,0.1,-0.124
0.5,0.7,0.2,-0.163
0.5,0.7,0.3,-0.121
0.5,0.7,0.4,-0.154
0.5,0.7,0.5,-0.154
0.5,0.7,0.6,-0.185
0.5,0.7,0.7,-0.138
0.5,0.7,0.8,-0.216
0.5,0.7,0.9,-0.124
0.5,0.7,1.0,-0.204
0.5,0.8,0.1,-0.141
0.5,0.8,0.2,-0.115
0.5,0.8,0.3,-0.171
0.5,0.8,0.4,-0.18
0.5,0.8,0.5,-0.099
0.5,0.8,0.6,-0.118
0.5,0.8,0.7,-0.154
0.5,0.8,0.8,-0.153
0.5,0.8,0.9,-0.131
0.5,0.8,1.0,-0.114
0.5,0.9,0.1,-0.137
0.5,0.9,0.2,-0.114
0.5,0.9,0.3,-0.104
0.5,0.9,0.4,-0.166
0.5,0.9,0.5,-0.138
0.5,0.9,0.6,-0.104
0.5,0.9,0.7,-0.146
0.5,0.9,0.8,-0.136
0.5,0.9,0.9,-0.123
0.5,0.9,1.0,-0.114
0.5,1.0,0.1,-0.127
0.5,1.0,0.2,-0.131
0.5,1.0,0.3,-0.104
0.5,1.0,0.4,-0.181
0.5,1.0,0.5,-0.113
0.5,1.0,0.6,-0.125
0.5,1.0,0.7,-0.134
0.5,1.0,0.8,-0.168
0.5,1.0,0.9,-0.157
0.5,1.0,1.0,-0.148
0.6,0.1,0.1,-0.143
0.6,0.1,0.2,-0.096
0.6,0.1,0.3,-0.109
0.6,0.1,0.4,-0.133
0.6,0.1,0.5,-0.149
0.6,0.1,0.6,-0.129
0.6,0.1,0.7,-0.183
0.6,0.1,0.8,-0.143
0.6,0.1,0.9,-0.121
0.6,0.1,1.0,-0.122
0.6,0.2,0.1,-0.047
0.6,0.2,0.2,-0.122
0.6,0.2,0.3,-0.175
0.6,0.2,0.4,-0.144
0.6,0.2,0.5,-0.123
0.6,0.2,0.6,-0.11
0.6,0.2,0.7,-0.179
0.6,0.2,0.8,-0.15
0.6,0.2,0.9,-0.194
0.6,0.2,1.0,-0.158
0.6,0.3,0.1,-0.091
0.6,0.3,0.2,-0.13
0.6,0.3,0.3,-0.169
0.6,0.3,0.4,-0.123
0.6,0.3,0.5,-0.134
0.6,0.3,0.6,-0.149
0.6,0.3,0.7,-0.099
0.6,0.3,0.8,-0.118
0.6,0.3,0.9,-0.164
0.6,0.3,1.0,-0.207
0.6,0.4,0.1,-0.104
0.6,0.4,0.2,-0.11
0.6,0.4,0.3,-0.129
0.6,0.4,0.4,-0.108
0.6,0.4,0.5,-0.143
0.6,0.4,0.6,-0.185
0.6,0.4,0.7,-0.106
0.6,0.4,0.8,-0.128
0.6,0.4,0.9,-0.17
0.6,0.4,1.0,-0.168
0.6,0.5,0.1,-0.102
0.6,0.5,0.2,-0.104
0.6,0.5,0.3,-0.156
0.6,0.5,0.4,-0.126
0.6,0.5,0.5,-0.119
0.6,0.5,0.6,-0.099
0.6,0.5,0.7,-0.172
0.6,0.5,0.8,-0.162
0.6,0.5,0.9,-0.209
0.6,0.5,1.0,-0.145
0.6,0.6,0.1,-0.199
0.6,0.6,0.2,-0.146
0.6,0.6,0.3,-0.184
0.6,0.6,0.4,-0.128
0.6,0.6,0.5,-0.189
0.6,0.6,0.6,-0.115
0.6,0.6,0.7,-0.137
0.6,0.6,0.8,-0.134
0.6,0.6,0.9,-0.176
0.6,0.6,1.0,-0.188
0.6,0.7,0.1,-0.152
0.6,0.7,0.2,-0.096
0.6,0.7,0.3,-0.126
0.6,0.7,0.4,-0.078
0.6,0.7,0.5,-0.163
0.6,0.7,0.6,-0.097
0.6,0.7,0.7,-0.082
0.6,0.7,0.8,-0.093
0.6,0.7,0.9,-0.175
0.6,0.7,1.0,-0.109
0.6,0.8,0.1,-0.152
0.6,0.8,0.2,-0.139
0.6,0.8,0.3,-0.141
0.6,0.8,0.4,-0.13
0.6,0.8,0.5,-0.105
0.6,0.8,0.6,-0.108
0.6,0.8,0.7,-0.144
0.6,0.8,0.8,-0.104
0.6,0.8,0.9,-0.084
0.6,0.8,1.0,-0.127
0.6,0.9,0.1,-0.178
0.6,0.9,0.2,-0.125
0.6,0.9,0.3,-0.114
0.6,0.9,0.4,-0.09
0.6,0.9,0.5,-0.14
0.6,0.9,0.6,-0.114
0.6,0.9,0.7,-0.118
0.6,0.9,0.8,-0.092
0.6,0.9,0.9,-0.088
0.6,0.9,1.0,-0.126
0.6,1.0,0.1,-0.114
0.6,1.0,0.2,-0.121
0.6,1.0,0.3,-0.097
0.6,1.0,0.4,-0.214
0.6,1.0,0.5,-0.108
0.6,1.0,0.6,-0.153
0.6,1.0,0.7,-0.119
0.6,1.0,0.8,-0.14
0.6,1.0,0.9,-0.165
0.6,1.0,1.0,-0.184
0.7,0.1,0.1,-0.133
0.7,0.1,0.2,-0.098
0.7,0.1,0.3,-0.154
0.7,0.1,0.4,-0.109
0.7,0.1,0.5,-0.066
0.7,0.1,0.6,-0.11
0.7,0.1,0.7,-0.16
